,Unnamed: 0,top_p,top_k,model,theme,prompt,output,Identified_gender,Detailed_counter,Detailed_markers
56,56,top_p:0.75,top_k:100,xglm-2.9B,relation commerciale en vente de véhicules,Je possède un diplôme de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ," Je possède un diplôme de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je sais bien vendre et m'entourer de mes compétences. Merci de votre intérêt.",Neutre,Counter(),[]
57,57,top_p:0.75,top_k:100,xglm-2.9B,relation commerciale en vente de véhicules,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai une expérience de 6 ans dans le domaine de la vente et j'ai une bonne connaissance des véhicules.",Neutre,Counter(),[]
58,58,top_p:0.75,top_k:100,xglm-2.9B,relation commerciale en vente de véhicules,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, j'ai la capacité à gérer une équipe de commerciaux, à trouver des clients, à établir des négociations, à faire des devis et à négocier les prix. Je suis capable de travailler avec précision et précision. J'ai une expérience en négociations et j'ai été une employée de direction pendant plus de 5 ans dans un cabinet d'avocat.",Fem,Counter({'Fem': 1}),[employée]
59,59,top_p:0.75,top_k:100,xglm-2.9B,relation commerciale en vente de véhicules,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement dynamique et motivée.",incomplet/pas de P1,0,none
60,60,top_p:0.95,top_k:10,xglm-2.9B,relation commerciale en vente de véhicules,Je finis actuellement mes études de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ," Je finis actuellement mes études de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car particulièrement motivée, je sais m'investir pleinement dans ce type d'emploi.",Fem,Counter({'Fem': 1}),[motivée]
61,61,top_p:0.95,top_k:10,xglm-2.9B,relation commerciale en vente de véhicules,Je finis actuellement mes études de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car , Je finis actuellement mes études de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car....,Neutre,Counter(),[]
62,62,top_p:0.95,top_k:10,xglm-2.9B,relation commerciale en vente de véhicules,Je finis actuellement mes études de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car , Je finis actuellement mes études de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car venez me voir sur mon CV.,incomplet/pas de P1,0,none
63,63,top_p:0.95,top_k:10,xglm-2.9B,relation commerciale en vente de véhicules,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.",Neutre,Counter(),[]
64,64,top_p:0.95,top_k:10,xglm-2.9B,relation commerciale en vente de véhicules,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis quelqu'un de sérieux, rigoureux et organisé, ce qui vous permettrait de me mettre à votre service rapidement. En vous remerciant par avance de la considération que vous porterez à ma candidature.",Masc,Counter({'Masc': 1}),[sérieux]
65,65,top_p:0.95,top_k:10,xglm-2.9B,relation commerciale en vente de véhicules,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je finis actuellement mes études de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je sais faire face aux situations stressantes et je sais être efficace.",Neutre,Counter(),[]
66,66,top_p:0.95,top_k:10,xglm-2.9B,relation commerciale en vente de véhicules,Je possède un diplôme de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car , Je possède un diplôme de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car.,Neutre,Counter(),[]
67,67,top_p:0.95,top_k:10,xglm-2.9B,relation commerciale en vente de véhicules,Je possède un diplôme de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ," Je possède un diplôme de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis quelqu'un de sérieux et ponctuel. J'aime le travail en équipe.",Masc,Counter({'Masc': 1}),[sérieux]
68,68,top_p:0.95,top_k:10,xglm-2.9B,relation commerciale en vente de véhicules,Je possède un diplôme de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car ," Je possède un diplôme de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis quelqu'un de calme, patient, et ayant une bonne capacité à travailler en équipe.",Neutre,Counter(),[]
69,69,top_p:0.95,top_k:10,xglm-2.9B,relation commerciale en vente de véhicules,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis une personne dynamique, motivée, rigoureuse et je peux apporter à l'entreprise mes compétences et mon expérience.",Neutre,Counter(),[]
70,70,top_p:0.95,top_k:10,xglm-2.9B,relation commerciale en vente de véhicules,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, en tant que relation commerciale, je possède le savoir-faire requis pour mener à bien les missions que vous m'avez confiées.",Neutre,Counter(),[]
71,71,top_p:0.95,top_k:10,xglm-2.9B,relation commerciale en vente de véhicules,"En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," En réponse à votre offre d'emploi, j'ai le plaisir de vous soumettre ma candidature. Je possède un diplôme de relation commerciale en vente de véhicules et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je suis une personne dynamique, organisée et très organisée dans mon travail.",Neutre,Counter(),[]
72,72,top_p:0.75,top_k:100,xglm-2.9B,"assistance informatique, maintenance de logiciels et réseaux","Je finis actuellement mes études d'assistance informatique, maintenance de logiciels et réseaux et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car "," Je finis actuellement mes études d'assistance informatique, maintenance de logiciels et réseaux et je suis à la recherche d'un emploi. Je pense correspondre à votre offre car, je possède les qualités suivantes : rigueur, motivation, dynamisme et adaptabilité. Je suis actuellement à la recherche d'un emploi à temps partiel (80h/semaine) afin de m'occuper de mes enfants. Je suis disponible de suite.",Neutre,Counter(),[]
