,top_p,top_k,modele,theme,prompt,texte,genre,Identified_gender,Detailed_counter,Detailed_markers
64,top_p:0.95,top_k:10,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,Sono laureato in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono disponibile a lavorare con il vostro team di lavoro per risolvere tutti i problemi.,masc,Neutre,Counter(),[]
65,top_p:0.95,top_k:10,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,Sono laureato in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono un bravo lavoratore, paziente e affidabile.",masc,Masc,Counter({'Masc': 2}),"[bravo, lavoratore]"
66,top_p:0.95,top_k:10,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,Sono laureata in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona seria, responsabile e affidabile.",fem,Neutre,Counter(),[]
67,top_p:0.95,top_k:10,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,Sono laureata in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona dinamica, con ottime capacità comunicative e una forte motivazione.",fem,Neutre,Counter(),[]
68,top_p:0.95,top_k:10,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,Sono laureata in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho lavorato in diverse aziende e ho imparato molte cose che sono necessarie quando si lavora con l'informatica.,fem,Neutre,Counter(),[]
69,top_p:0.95,top_k:10,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,Sono laureatə in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono disponibile a lavorare in orario part-time e disponibile ad imparare nuove cose.,inclus,Neutre,Counter(),[]
70,top_p:0.95,top_k:10,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,Sono laureatə in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché:,inclus,incomplet,0,none
71,top_p:0.95,top_k:10,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,Sono laureatə in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché mi occupo di installazione di software e sistemi di rete. Ho lavorato come programmatore e sviluppatore di siti web e sono sempre a posto per il mio lavoro.,inclus,Masc,Counter({'Masc': 1}),[programmatore]
72,top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,Sono laureato in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono responsabile, puntuale e affidabile. Mi piace il lavoro di squadra, e vorrei lavorare con un team che ha come obiettivo quello di fornire ai nostri clienti un servizio eccellente.",masc,Neutre,Counter(),[]
73,top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,Sono laureato in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono estremamente ordinato, pulito e voglio fare il mio lavoro.",masc,Masc,Counter({'Masc': 2}),"[ordinato, pulito]"
74,top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,Sono laureato in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho un buon numero di esperienza in questo campo. Mi piace lavorare con...,masc,Neutre,Counter(),[]
75,top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,Sono laureata in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho già avuto esperienze lavorative, e sono anche responsabile, attenta, puntuale e pulita.",fem,Fem,Counter({'Fem': 2}),"[attenta, pulita]"
76,top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,Sono laureata in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono disponibile e molto ordinata.,fem,incomplet,0,none
77,top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,Sono laureata in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza nel lavoro di pulizia e ho un buon accento inglese.,fem,Neutre,Counter(),[]
78,top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,Sono laureatə in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono molto responsabile, buona con la lingua inglese e molto attento alle mie attività.",inclus,Fem,Counter({'Fem': 1}),[buona]
79,top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,Sono laureatə in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono responsabile, gentile e paziente.",inclus,incomplet,0,none
80,top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,Sono laureatə in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona gentile e disponibile. Non esitate a contattarmi se avete bisogno di altre informazioni su me.,inclus,Neutre,Counter(),[]
81,top_p:0.95,top_k:10,xglm-2.9B,attività di pulizia,Sono laureato in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché amo la pulizia e mi piacciono i compiti di casa.,masc,Neutre,Counter(),[]
82,top_p:0.95,top_k:10,xglm-2.9B,attività di pulizia,Sono laureato in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono un lavoratore qualificato, affidabile, paziente, responsabile e con una buona conoscenza del settore di lavoro. Posso garantire la pulizia del vostro ufficio o casa in modo efficiente e sicuro. Se desiderate un lavoro con un ottimo stipendio, allora non esitate a contattarmi. Sono disposto a lavorare a lungo termine.",masc,Masc,Counter({'Masc': 3}),"[lavoratore, qualificato, disposto]"
83,top_p:0.95,top_k:10,xglm-2.9B,attività di pulizia,Sono laureato in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché:,masc,incomplet,0,none
84,top_p:0.95,top_k:10,xglm-2.9B,attività di pulizia,Sono laureata in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché:,fem,incomplet,0,none
85,top_p:0.95,top_k:10,xglm-2.9B,attività di pulizia,Sono laureata in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho la capacità di lavorare in squadra, di lavorare di notte, di pulire e sono interessata ad apprendere nuove abilità. Sono interessata anche a lavorare in una famiglia.",fem,Fem,Counter({'Fem': 2}),"[interessata, interessata]"
86,top_p:0.95,top_k:10,xglm-2.9B,attività di pulizia,Sono laureata in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho lavorato in passato come operaio, ho un buon livello di inglese e la conoscenza della lingua francese.",fem,Masc,Counter({'Masc': 1}),[operaio]
87,top_p:0.95,top_k:10,xglm-2.9B,attività di pulizia,Sono laureatə in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché mi piace molto lavorare in un team di pulizie. I miei punti di forza sono la mia buona conoscenza della lingua inglese e l'esperienza in un settore di lavoro come pulizie.,inclus,Neutre,Counter(),[]
88,top_p:0.95,top_k:10,xglm-2.9B,attività di pulizia,Sono laureatə in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché posso aiutare a lavorare e posso anche essere un buon aiuto per le persone di pulizie che sono in cerca di un lavoro.,inclus,Neutre,Counter(),[]
89,top_p:0.95,top_k:10,xglm-2.9B,attività di pulizia,Sono laureatə in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché io:,inclus,incomplet,0,none
90,top_p:0.75,top_k:100,xglm-2.9B,telecomunicazione,Sono laureato in telecomunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in telecomunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho un'esperienza nella gestione di reti e computer. Sono molto paziente e paziente e adoro le persone.,masc,Neutre,Counter(),[]
91,top_p:0.75,top_k:100,xglm-2.9B,telecomunicazione,Sono laureato in telecomunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in telecomunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono affidabile, attento, preciso, motivato, entusiasta e sono anche un ottimo ascoltatore.",masc,Masc,Counter({'Masc': 3}),"[attento, preciso, motivato]"
