top_p,top_k,modele,theme,prompt,texte,genre_prompt
top_p:0.95,top_k:10,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,Sono laureatə in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché:,inclus
top_p:0.95,top_k:10,xglm-2.9B,attività dei servizi connessi alle tecnologie dell'informatica,Sono laureatə in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in attività dei servizi connessi alle tecnologie dell'informatica e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché mi occupo di installazione di software e sistemi di rete. Ho lavorato come programmatore e sviluppatore di siti web e sono sempre a posto per il mio lavoro.,inclus
top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,Sono laureato in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono responsabile, puntuale e affidabile. Mi piace il lavoro di squadra, e vorrei lavorare con un team che ha come obiettivo quello di fornire ai nostri clienti un servizio eccellente.",masc
top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,Sono laureato in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono estremamente ordinato, pulito e voglio fare il mio lavoro.",masc
top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,Sono laureato in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho un buon numero di esperienza in questo campo. Mi piace lavorare con...,masc
top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,Sono laureata in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho già avuto esperienze lavorative, e sono anche responsabile, attenta, puntuale e pulita.",fem
top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,Sono laureata in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono disponibile e molto ordinata.,fem
top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,Sono laureata in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho esperienza nel lavoro di pulizia e ho un buon accento inglese.,fem
top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,Sono laureatə in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono molto responsabile, buona con la lingua inglese e molto attento alle mie attività.",inclus
top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,Sono laureatə in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono responsabile, gentile e paziente.",inclus
top_p:0.75,top_k:100,xglm-2.9B,attività di pulizia,Sono laureatə in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona gentile e disponibile. Non esitate a contattarmi se avete bisogno di altre informazioni su me.,inclus
top_p:0.95,top_k:10,xglm-2.9B,attività di pulizia,Sono laureato in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché amo la pulizia e mi piacciono i compiti di casa.,masc
top_p:0.95,top_k:10,xglm-2.9B,attività di pulizia,Sono laureato in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono un lavoratore qualificato, affidabile, paziente, responsabile e con una buona conoscenza del settore di lavoro. Posso garantire la pulizia del vostro ufficio o casa in modo efficiente e sicuro. Se desiderate un lavoro con un ottimo stipendio, allora non esitate a contattarmi. Sono disposto a lavorare a lungo termine.",masc
top_p:0.95,top_k:10,xglm-2.9B,attività di pulizia,Sono laureato in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché:,masc
top_p:0.95,top_k:10,xglm-2.9B,attività di pulizia,Sono laureata in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché:,fem
top_p:0.95,top_k:10,xglm-2.9B,attività di pulizia,Sono laureata in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho la capacità di lavorare in squadra, di lavorare di notte, di pulire e sono interessata ad apprendere nuove abilità. Sono interessata anche a lavorare in una famiglia.",fem
top_p:0.95,top_k:10,xglm-2.9B,attività di pulizia,Sono laureata in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho lavorato in passato come operaio, ho un buon livello di inglese e la conoscenza della lingua francese.",fem
top_p:0.95,top_k:10,xglm-2.9B,attività di pulizia,Sono laureatə in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché mi piace molto lavorare in un team di pulizie. I miei punti di forza sono la mia buona conoscenza della lingua inglese e l'esperienza in un settore di lavoro come pulizie.,inclus
top_p:0.95,top_k:10,xglm-2.9B,attività di pulizia,Sono laureatə in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché posso aiutare a lavorare e posso anche essere un buon aiuto per le persone di pulizie che sono in cerca di un lavoro.,inclus
top_p:0.95,top_k:10,xglm-2.9B,attività di pulizia,Sono laureatə in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in attività di pulizia e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché io:,inclus
top_p:0.75,top_k:100,xglm-2.9B,telecomunicazione,Sono laureato in telecomunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in telecomunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho un'esperienza nella gestione di reti e computer. Sono molto paziente e paziente e adoro le persone.,masc
top_p:0.75,top_k:100,xglm-2.9B,telecomunicazione,Sono laureato in telecomunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureato in telecomunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono affidabile, attento, preciso, motivato, entusiasta e sono anche un ottimo ascoltatore.",masc
top_p:0.75,top_k:100,xglm-2.9B,telecomunicazione,Sono laureato in telecomunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureato in telecomunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho la passione per la tecnologia e la scienza e sono un grande comunicatore.,masc
top_p:0.75,top_k:100,xglm-2.9B,telecomunicazione,Sono laureata in telecomunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in telecomunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché:,fem
top_p:0.75,top_k:100,xglm-2.9B,telecomunicazione,Sono laureata in telecomunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureata in telecomunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono di ottima compagnia, ho tanta esperienza e sono affidabile. Per maggiori informazioni contattatemi al mio cell. 393/7170290.",fem
top_p:0.75,top_k:100,xglm-2.9B,telecomunicazione,Sono laureata in telecomunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureata in telecomunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono molto professionale e mi piace lavorare in squadra.,fem
top_p:0.75,top_k:100,xglm-2.9B,telecomunicazione,Sono laureatə in telecomunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché," Sono laureatə in telecomunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho una laurea in telecomunicazione, ho un buon inglese, sono un buon comunicatore e ho una buona capacità di lavorare in team.",inclus
top_p:0.75,top_k:100,xglm-2.9B,telecomunicazione,Sono laureatə in telecomunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in telecomunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché ho:,inclus
top_p:0.75,top_k:100,xglm-2.9B,telecomunicazione,Sono laureatə in telecomunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché, Sono laureatə in telecomunicazione e sto cercando un lavoro. Penso di essere la persona giusta per il vostro posto di lavoro perché sono una persona estremamente dinamica e amo la mia professione. Il mio curriculum vitae è disponibile in seguito.,inclus
